Mod:Item:MetaData, Localized Name
chisel:redstone:10, Block of Redstone
chisel:redstone:11, Block of Redstone
chisel:redstone:12, Block of Redstone
chisel:redstone:13, Block of Redstone
chisel:redstone:14, Block of Redstone
chisel:redstone:15, Block of Redstone
chisel:redstone1:0, Block of Redstone
chisel:redstone1:1, Block of Redstone
chisel:redstone1:2, Block of Redstone
chisel:redstone1:3, Block of Redstone
chisel:redstone1:4, Block of Redstone
chisel:redstone1:5, Block of Redstone
chisel:redstone1:6, Block of Redstone
chisel:redstone1:7, Block of Redstone
chisel:redstone1:8, Block of Redstone
chisel:redstone1:9, Block of Redstone
chisel:redstone1:10, Block of Redstone
chisel:redstone1:11, Block of Redstone
chisel:sandstoneyellow:0, Sandstone
chisel:sandstoneyellow:1, Sandstone
chisel:sandstoneyellow:2, Sandstone
chisel:sandstoneyellow:3, Sandstone
chisel:sandstoneyellow:4, Sandstone
chisel:sandstoneyellow:5, Sandstone
chisel:sandstoneyellow:6, Sandstone
chisel:sandstoneyellow:7, Sandstone
chisel:sandstoneyellow:8, Sandstone
chisel:sandstoneyellow:9, Sandstone
chisel:sandstoneyellow:10, Sandstone
chisel:sandstoneyellow:11, Sandstone
chisel:sandstoneyellow:12, Sandstone
chisel:sandstoneyellow:13, Sandstone
chisel:sandstoneyellow:14, Sandstone
chisel:sandstoneyellow:15, Sandstone
chisel:sandstoneyellow1:0, Sandstone
chisel:sandstoneyellow1:1, Sandstone
chisel:sandstoneyellow1:2, Sandstone
chisel:sandstoneyellow1:3, Sandstone
chisel:sandstoneyellow1:4, Sandstone
chisel:sandstoneyellow1:5, Sandstone
chisel:sandstoneyellow1:6, Sandstone
chisel:sandstoneyellow1:7, Sandstone
chisel:sandstoneyellow1:8, Sandstone
chisel:sandstoneyellow1:9, Sandstone
chisel:sandstoneyellow2:0, Sandstone
chisel:sandstoneyellow2:1, Sandstone
chisel:sandstoneyellow2:2, Sandstone
chisel:sandstoneyellow2:3, Sandstone
chisel:sandstoneyellow2:4, Sandstone
chisel:sandstoneyellow2:5, Sandstone
chisel:sandstoneyellow2:6, Sandstone
chisel:sandstonered:0, Red Sandstone
chisel:sandstonered:1, Red Sandstone
chisel:sandstonered:2, Red Sandstone
chisel:sandstonered:3, Red Sandstone
chisel:sandstonered:4, Red Sandstone
chisel:sandstonered:5, Red Sandstone
chisel:sandstonered:6, Red Sandstone
chisel:sandstonered:7, Red Sandstone
chisel:sandstonered:8, Red Sandstone
chisel:sandstonered:9, Red Sandstone
chisel:sandstonered:10, Red Sandstone
chisel:sandstonered:11, Red Sandstone
chisel:sandstonered:12, Red Sandstone
chisel:sandstonered:13, Red Sandstone
chisel:sandstonered:14, Red Sandstone
chisel:sandstonered:15, Red Sandstone
chisel:sandstonered1:0, Red Sandstone
chisel:sandstonered1:1, Red Sandstone
chisel:sandstonered1:2, Red Sandstone
chisel:sandstonered1:3, Red Sandstone
chisel:sandstonered1:4, Red Sandstone
chisel:sandstonered1:5, Red Sandstone
chisel:sandstonered1:6, Red Sandstone
chisel:sandstonered1:7, Red Sandstone
chisel:sandstonered1:8, Red Sandstone
chisel:sandstonered1:9, Red Sandstone
chisel:sandstonered2:0, Red Sandstone
chisel:sandstonered2:1, Red Sandstone
chisel:sandstonered2:2, Red Sandstone
chisel:sandstonered2:3, Red Sandstone
chisel:sandstonered2:4, Red Sandstone
chisel:sandstonered2:5, Red Sandstone
chisel:sandstonered2:6, Red Sandstone
chisel:sandstone-scribbles:0, Sandstone Scribbles
chisel:sandstone-scribbles:1, Sandstone Scribbles
chisel:sandstone-scribbles:2, Sandstone Scribbles
chisel:sandstone-scribbles:3, Sandstone Scribbles
chisel:sandstone-scribbles:4, Sandstone Scribbles
chisel:sandstone-scribbles:5, Sandstone Scribbles
chisel:sandstone-scribbles:6, Sandstone Scribbles
chisel:sandstone-scribbles:7, Sandstone Scribbles
chisel:sandstone-scribbles:8, Sandstone Scribbles
chisel:sandstone-scribbles:9, Sandstone Scribbles
chisel:sandstone-scribbles:10, Sandstone Scribbles
chisel:sandstone-scribbles:11, Sandstone Scribbles
chisel:sandstone-scribbles:12, Sandstone Scribbles
chisel:sandstone-scribbles:13, Sandstone Scribbles
chisel:sandstone-scribbles:14, Sandstone Scribbles
chisel:sandstone-scribbles:15, Sandstone Scribbles
chisel:blocksilver:0, Block of Silver
chisel:blocksilver:1, Block of Silver
chisel:blocksilver:2, Block of Silver
chisel:blocksilver:3, Block of Silver
chisel:blocksilver:4, Block of Silver
chisel:blocksilver:5, Block of Silver
chisel:blocksilver:6, Block of Silver
chisel:blocksteel:0, Block of Steel
chisel:blocksteel:1, Block of Steel
chisel:blocksteel:2, Block of Steel
chisel:blocksteel:3, Block of Steel
chisel:blocksteel:4, Block of Steel
chisel:blocksteel:5, Block of Steel
chisel:blocksteel:6, Block of Steel
chisel:stonebrick:0, Chiseled Stone
chisel:stonebrick:1, Chiseled Stone
chisel:stonebrick:2, Chiseled Stone
chisel:stonebrick:3, Chiseled Stone
chisel:stonebrick:4, Chiseled Stone
chisel:stonebrick:5, Chiseled Stone
chisel:stonebrick:6, Chiseled Stone
chisel:stonebrick:7, Chiseled Stone
chisel:stonebrick:8, Chiseled Stone
chisel:stonebrick:9, Chiseled Stone
chisel:stonebrick:10, Chiseled Stone
chisel:stonebrick:11, Chiseled Stone
chisel:stonebrick:12, Chiseled Stone
chisel:stonebrick:13, Chiseled Stone
chisel:stonebrick:14, Chiseled Stone
chisel:stonebrick:15, Chiseled Stone
chisel:stonebrick1:0, Chiseled Stone
chisel:stonebrick1:1, Chiseled Stone
chisel:stonebrick1:2, Chiseled Stone
chisel:stonebrick1:3, Chiseled Stone
chisel:stonebrick1:4, Chiseled Stone
chisel:stonebrick1:5, Chiseled Stone
chisel:stonebrick1:6, Chiseled Stone
chisel:stonebrick1:7, Chiseled Stone
chisel:stonebrick1:8, Chiseled Stone
chisel:stonebrick1:9, Chiseled Stone
chisel:stonebrick2:0, Chiseled Stone
chisel:stonebrick2:1, Chiseled Stone
chisel:stonebrick2:2, Chiseled Stone
chisel:stonebrick2:3, Chiseled Stone
chisel:stonebrick2:4, Chiseled Stone
chisel:stonebrick2:5, Chiseled Stone
chisel:stonebrick2:6, Chiseled Stone
chisel:stonebrick2:7, Chiseled Stone
chisel:technical:0, Factory Block
chisel:technical:1, Factory Block
chisel:technical:2, Factory Block
chisel:technical:3, Factory Block
chisel:technical:4, Factory Block
chisel:technical:5, Factory Block
chisel:technical:6, Factory Block
chisel:technical:7, Factory Block
chisel:technical:8, Factory Block
chisel:technical:9, Factory Block
chisel:technical:10, Factory Block
chisel:technical:11, Factory Block
chisel:technical:12, Factory Block
chisel:technical:13, Factory Block
chisel:technical:14, Factory Block
chisel:technical:15, Factory Block
chisel:technical1:0, Factory Block
chisel:technical1:1, Factory Block
chisel:technical1:2, Factory Block
chisel:technical1:3, Factory Block
chisel:technical1:4, Factory Block
chisel:technicalnew:0, Factory Block
chisel:technicalnew:1, Factory Block
chisel:technicalnew:2, Factory Block
chisel:technicalnew:3, Factory Block
chisel:technicalnew:4, Factory Block
chisel:technicalnew:5, Factory Block
chisel:technicalnew:6, Factory Block
chisel:technicalnew:7, Factory Block
chisel:technicalnew:8, Factory Block
chisel:temple:0, Temple Block
chisel:temple:1, Temple Block
chisel:temple:2, Temple Block
chisel:temple:3, Temple Block
chisel:temple:4, Temple Block
chisel:temple:5, Temple Block
chisel:temple:6, Temple Block
chisel:temple:7, Temple Block
chisel:temple:8, Temple Block
chisel:temple:9, Temple Block
chisel:temple:10, Temple Block
chisel:temple:11, Temple Block
chisel:temple:12, Temple Block
chisel:temple:13, Temple Block
chisel:temple:14, Temple Block
chisel:temple:15, Temple Block
chisel:templemossy:0, Mossy Temple Block
chisel:templemossy:1, Mossy Temple Block
chisel:templemossy:2, Mossy Temple Block
chisel:templemossy:3, Mossy Temple Block
chisel:templemossy:4, Mossy Temple Block
chisel:templemossy:5, Mossy Temple Block
chisel:templemossy:6, Mossy Temple Block
chisel:templemossy:7, Mossy Temple Block
chisel:templemossy:8, Mossy Temple Block
chisel:templemossy:9, Mossy Temple Block
chisel:templemossy:10, Mossy Temple Block
chisel:templemossy:11, Mossy Temple Block
chisel:templemossy:12, Mossy Temple Block
chisel:templemossy:13, Mossy Temple Block
chisel:templemossy:14, Mossy Temple Block
chisel:templemossy:15, Mossy Temple Block
chisel:blocktin:0, Block of Tin
chisel:blocktin:1, Block of Tin
chisel:blocktin:2, Block of Tin
chisel:blocktin:3, Block of Tin
chisel:blocktin:4, Block of Tin
chisel:blocktin:5, Block of Tin
chisel:blocktin:6, Block of Tin
chisel:tyrian:0, Tyrian
chisel:tyrian:1, Tyrian
chisel:tyrian:2, Tyrian
chisel:tyrian:3, Tyrian
chisel:tyrian:4, Tyrian
chisel:tyrian:5, Tyrian
chisel:tyrian:6, Tyrian
chisel:tyrian:7, Tyrian
chisel:tyrian:8, Tyrian
chisel:tyrian:9, Tyrian
chisel:tyrian:10, Tyrian
chisel:tyrian:11, Tyrian
chisel:tyrian:12, Tyrian
chisel:tyrian:13, Tyrian
chisel:tyrian:14, Tyrian
chisel:tyrian:15, Tyrian
chisel:blockuranium:0, Block of Uranium
chisel:blockuranium:1, Block of Uranium
chisel:blockuranium:2, Block of Uranium
chisel:blockuranium:3, Block of Uranium
chisel:blockuranium:4, Block of Uranium
chisel:blockuranium:5, Block of Uranium
chisel:blockuranium:6, Block of Uranium
chisel:valentines:0, Valentines' Block
chisel:valentines:1, Valentines' Block
chisel:valentines:2, Valentines' Block
chisel:valentines:3, Valentines' Block
chisel:valentines:4, Valentines' Block
chisel:valentines:5, Valentines' Block
chisel:valentines:6, Valentines' Block
chisel:valentines:7, Valentines' Block
chisel:valentines:8, Valentines' Block
chisel:valentines:9, Valentines' Block
chisel:voidstone:0, Voidstone
chisel:voidstone:1, Voidstone
chisel:voidstone:2, Voidstone
chisel:voidstone:3, Voidstone
chisel:voidstone:4, Voidstone
chisel:voidstone:5, Voidstone
chisel:voidstone:6, Voidstone
chisel:voidstone:7, Voidstone
chisel:energizedvoidstone:0, Primal Voidstone
chisel:energizedvoidstone:1, Primal Voidstone
chisel:energizedvoidstone:2, Primal Voidstone
chisel:energizedvoidstone:3, Primal Voidstone
chisel:energizedvoidstone:4, Primal Voidstone
chisel:energizedvoidstone:5, Primal Voidstone
chisel:energizedvoidstone:6, Primal Voidstone
chisel:energizedvoidstone:7, Primal Voidstone
chisel:voidstonerunic:0, Runed Voidstone
chisel:voidstonerunic:1, Runed Voidstone
chisel:voidstonerunic:2, Runed Voidstone
chisel:voidstonerunic:3, Runed Voidstone
chisel:voidstonerunic:4, Runed Voidstone
chisel:voidstonerunic:5, Runed Voidstone
chisel:voidstonerunic:6, Runed Voidstone
chisel:voidstonerunic:7, Runed Voidstone
chisel:voidstonerunic:8, Runed Voidstone
chisel:voidstonerunic:9, Runed Voidstone
chisel:voidstonerunic:10, Runed Voidstone
chisel:voidstonerunic:11, Runed Voidstone
chisel:voidstonerunic:12, Runed Voidstone
chisel:voidstonerunic:13, Runed Voidstone
chisel:voidstonerunic:14, Runed Voidstone
chisel:waterstone:0, Waterstone
chisel:waterstone:1, Waterstone
chisel:waterstone:2, Waterstone
chisel:waterstone:3, Waterstone
chisel:waterstone:4, Waterstone
chisel:waterstone:5, Waterstone
chisel:waterstone:6, Waterstone
chisel:waterstone:7, Waterstone
chisel:waterstone:8, Waterstone
chisel:waterstone:9, Waterstone
chisel:waterstone:10, Waterstone
chisel:waterstone:11, Waterstone
chisel:waterstone:12, Waterstone
chisel:waterstone:13, Waterstone
chisel:waterstone:14, Waterstone
chisel:waterstone:15, Waterstone
chisel:waterstone1:0, Waterstone
chisel:waterstone1:1, Waterstone
chisel:waterstone1:2, Waterstone
chisel:waterstone1:3, Waterstone
chisel:waterstone1:4, Waterstone
chisel:waterstone1:5, Waterstone
chisel:waterstone1:6, Waterstone
chisel:waterstone1:7, Waterstone
chisel:waterstone1:8, Waterstone
chisel:waterstone1:9, Waterstone
chisel:waterstone1:10, Waterstone
chisel:waterstone1:11, Waterstone
chisel:waterstone1:12, Waterstone
chisel:waterstone1:13, Waterstone
chisel:waterstone1:14, Waterstone
chisel:waterstone1:15, Waterstone
chisel:waterstone2:0, Waterstone
chisel:wool_black:0, Black Wool
chisel:wool_black:1, Black Wool
chisel:wool_red:0, Red Wool
chisel:wool_red:1, Red Wool
chisel:wool_green:0, Green Wool
chisel:wool_green:1, Green Wool
chisel:wool_brown:0, Brown Wool
chisel:wool_brown:1, Brown Wool
chisel:wool_blue:0, Blue Wool
chisel:wool_blue:1, Blue Wool
chisel:wool_purple:0, Purple Wool
chisel:wool_purple:1, Purple Wool
chisel:wool_cyan:0, Cyan Wool
chisel:wool_cyan:1, Cyan Wool
chisel:wool_lightgray:0, Light Gray Wool
chisel:wool_lightgray:1, Light Gray Wool
chisel:wool_gray:0, Gray Wool
chisel:wool_gray:1, Gray Wool
chisel:wool_pink:0, Pink Wool
chisel:wool_pink:1, Pink Wool
chisel:wool_lime:0, Lime Wool
chisel:wool_lime:1, Lime Wool
chisel:wool_yellow:0, Yellow Wool
chisel:wool_yellow:1, Yellow Wool
chisel:wool_lightblue:0, Light Blue Wool
chisel:wool_lightblue:1, Light Blue Wool
chisel:wool_magenta:0, Magenta Wool
chisel:wool_magenta:1, Magenta Wool
chisel:wool_orange:0, Orange Wool
chisel:wool_orange:1, Orange Wool
chisel:wool_white:0, Wool
chisel:wool_white:1, Wool
thaumcraft:ore_amber, 琥珀含有石
thaumcraft:ore_cinnabar, 辰砂鉱石
thaumcraft:ore_quartz, 水晶鉱石
thaumcraft:crystal_aer, 大気の結晶
thaumcraft:crystal_ignis, 火の結晶
thaumcraft:crystal_aqua, 水の結晶
thaumcraft:crystal_terra, 大地の結晶
thaumcraft:crystal_ordo, 秩序の結晶
thaumcraft:crystal_perditio, 無秩序の結晶
thaumcraft:crystal_vitium, フラックスの結晶
thaumcraft:stone_arcane, 神秘の石
thaumcraft:stone_arcane_brick, 神秘の石レンガ
thaumcraft:stone_ancient, いにしえの石
thaumcraft:stone_ancient_tile, いにしえの石タイル
thaumcraft:stone_ancient_rock, いにしえの岩
thaumcraft:stone_ancient_glyphed, 碑石
thaumcraft:stone_ancient_doorway, いにしえの隔壁
thaumcraft:stone_eldritch_tile, エルドリッチの石
thaumcraft:stone_porous, 多孔質の石
thaumcraft:stairs_arcane, 神秘の石階段
thaumcraft:stairs_arcane_brick, 神秘のレンガ階段
thaumcraft:stairs_ancient, いにしえの石階段
thaumcraft:slab_arcane_stone:0, 神秘の石ハーフブロック
thaumcraft:slab_arcane_brick:0, 神秘のレンガハーフブロック
thaumcraft:slab_ancient:0, いにしえの石ハーフブロック
thaumcraft:slab_eldritch:0, エルドリッチの石ハーフブロック
thaumcraft:sapling_greatwood, グレートウッドの苗木
thaumcraft:sapling_silverwood, シルバーウッドの苗木
thaumcraft:log_greatwood, グレートウッドの原木
thaumcraft:log_silverwood, シルバーウッドの原木
thaumcraft:leaves_greatwood, グレートウッドの葉
thaumcraft:leaves_silverwood, シルバーウッドの葉
thaumcraft:shimmerleaf, シマーリーフ
thaumcraft:cinderpearl, シンダーパール
thaumcraft:vishroom, ヴィシュルーム
thaumcraft:plank_greatwood, グレートウッドの木材
thaumcraft:plank_silverwood, シルバーウッドの木材
thaumcraft:stairs_greatwood, グレートウッドの階段
thaumcraft:stairs_silverwood, シルバーウッドの階段
thaumcraft:slab_greatwood:0, グレートウッドハーフブロック
thaumcraft:slab_silverwood:0, シルバーウッドハーフブロック
thaumcraft:amber_block, 琥珀ブロック
thaumcraft:amber_brick, 琥珀レンガ
thaumcraft:flesh_block, 生肉ブロック
thaumcraft:loot_crate_common, 木箱(コモン)
thaumcraft:loot_crate_uncommon, 木箱(アンコモン)
thaumcraft:loot_crate_rare, 木箱(レア)
thaumcraft:loot_urn_common, 骨壺(コモン)
thaumcraft:loot_urn_uncommon, 骨壺(アンコモン)
thaumcraft:loot_urn_rare, 骨壺(レア)
thaumcraft:taint_fibre, 汚染繊維
thaumcraft:taint_crust, 凝固した汚染
thaumcraft:taint_soil, 汚染された土壌
thaumcraft:taint_rock, 汚染された岩
thaumcraft:taint_geyser, 汚染間欠泉
thaumcraft:taint_feature, ふくれた汚染
thaumcraft:taint_log, 汚染樹の原木
thaumcraft:grass_ambient, 環境草ブロック
thaumcraft:table_wood, 木のテーブル
thaumcraft:table_stone, 石のテーブル
thaumcraft:pedestal_arcane, 神秘の台座
thaumcraft:pedestal_ancient, いにしえの台座
thaumcraft:pedestal_eldritch, エルドリッチの台座
thaumcraft:metal_brass, 真鍮ブロック
thaumcraft:metal_thaumium, 魔導金属ブロック
thaumcraft:metal_void, 虚無鋼ブロック
thaumcraft:metal_alchemical, 錬金構造体
thaumcraft:metal_alchemical_advanced, 高等錬金構造体
thaumcraft:paving_stone_travel, 旅路の敷石
thaumcraft:paving_stone_barrier, 結界石
thaumcraft:pillar_arcane, Infusion Pillar
thaumcraft:pillar_ancient, いにしえの注入の柱
thaumcraft:pillar_eldritch, エルドリッチの注入の柱
thaumcraft:matrix_speed, 注入速度の石
thaumcraft:matrix_cost, 注入コストの石
thaumcraft:candle_white, 白色の獣脂ろうそく
thaumcraft:candle_orange, 橙色の獣脂ろうそく
thaumcraft:candle_magenta, 赤紫色の獣脂ろうそく
thaumcraft:candle_lightblue, Light Blue Tallow Candle
thaumcraft:candle_yellow, 黄色の獣脂ろうそく
thaumcraft:candle_lime, 黄緑色の獣脂ろうそく
thaumcraft:candle_pink, 桃色の獣脂ろうそく
thaumcraft:candle_gray, 灰色の獣脂ろうそく
thaumcraft:candle_silver, 薄灰色の獣脂ろうそく
thaumcraft:candle_cyan, 水色の獣脂ろうそく
thaumcraft:candle_purple, 紫色の獣脂ろうそく
thaumcraft:candle_blue, 青色の獣脂ろうそく
thaumcraft:candle_brown, 茶色の獣脂ろうそく
thaumcraft:candle_green, 緑色の獣脂ろうそく
thaumcraft:candle_red, 赤色の獣脂ろうそく
thaumcraft:candle_black, 黒色の獣脂ろうそく
thaumcraft:banner_white, 白色の旗
thaumcraft:banner_orange, 橙色の旗
thaumcraft:banner_magenta, 赤紫色の旗
thaumcraft:banner_lightblue, Light Blue Banner
thaumcraft:banner_yellow, 黄色の旗
thaumcraft:banner_lime, 黄緑色の旗
thaumcraft:banner_pink, 桃色の旗
thaumcraft:banner_gray, 灰色の旗
thaumcraft:banner_silver, 薄灰色の旗
thaumcraft:banner_cyan, 水色の旗
thaumcraft:banner_purple, 紫色の旗
thaumcraft:banner_blue, 青色の旗
thaumcraft:banner_brown, 茶色の旗
thaumcraft:banner_green, 緑色の旗
thaumcraft:banner_red, 赤色の旗
thaumcraft:banner_black, 黒色の旗
thaumcraft:banner_crimson_cult, 紅の教団旗
thaumcraft:nitor_white, 白色のニトロ
thaumcraft:nitor_orange, 橙色のニトロ
thaumcraft:nitor_magenta, 赤紫色のニトロ
thaumcraft:nitor_lightblue, Light Blue Nitor
thaumcraft:nitor_yellow, 黄色のニトロ
thaumcraft:nitor_lime, 黄緑色のニトロ
thaumcraft:nitor_pink, 桃色のニトロ
thaumcraft:nitor_gray, 灰色のニトロ
thaumcraft:nitor_silver, 薄灰色のニトロ
thaumcraft:nitor_cyan, 水色のニトロ
thaumcraft:nitor_purple, 紫色のニトロ
thaumcraft:nitor_blue, 青色のニトロ
thaumcraft:nitor_brown, 茶色のニトロ
thaumcraft:nitor_green, 緑色のニトロ
thaumcraft:nitor_red, 赤色のニトロ
thaumcraft:nitor_black, 黒色のニトロ
thaumcraft:vis_battery, Vis電池
thaumcraft:inlay, Redstone Inlay
thaumcraft:arcane_workbench, 神秘の作業台
thaumcraft:arcane_workbench_charger, 作業台充填器
thaumcraft:dioptra, 魔導測量儀
thaumcraft:research_table, 研究テーブル
thaumcraft:crucible, るつぼ
thaumcraft:arcane_ear, 神秘の耳
thaumcraft:arcane_ear_toggle, 神秘の耳 (トグル)
thaumcraft:lamp_arcane, 神秘のランプ
thaumcraft:lamp_fertility, 繁殖のランプ
thaumcraft:lamp_growth, 成長のランプ
thaumcraft:levitator, 神秘の浮遊器
thaumcraft:centrifuge, エッセンシア遠心分離器
thaumcraft:bellows, 神秘のふいご
thaumcraft:smelter_basic, エッセンシア炉
thaumcraft:smelter_thaumium, 魔導金属のエッセンシア炉
thaumcraft:smelter_void, 虚無鋼のエッセンシア炉
thaumcraft:smelter_aux, 補助泥漿ポンプ
thaumcraft:smelter_vent, 補助排気口
thaumcraft:alembic, 神秘の蘭引
thaumcraft:recharge_pedestal, 充填台
thaumcraft:wand_workbench, 焦点細工器
thaumcraft:hungry_chest, はらぺこチェスト
thaumcraft:tube, エッセンシア管
thaumcraft:tube_valve, エッセンシアバルブ
thaumcraft:tube_restrict, 減圧エッセンシア管
thaumcraft:tube_oneway, 指向性エッセンシア管
thaumcraft:tube_filter, フィルター付きエッセンシア管
thaumcraft:tube_buffer, エッセンシアバッファ
thaumcraft:jar_normal, 保護瓶
thaumcraft:jar_void, 虚無瓶
thaumcraft:jar_brain, 瓶詰めの脳
thaumcraft:infusion_matrix, ルーンのマトリクス
thaumcraft:infernal_furnace, Infernal Furnace
thaumcraft:everfull_urn, 底なしの壺
thaumcraft:thaumatorium, ソーマトリウム
thaumcraft:thaumatorium_top, ソーマトリウム
thaumcraft:brain_box, 記憶のマトリクス
thaumcraft:spa, 神秘のスパ
thaumcraft:golem_builder, ゴーレム型押し器
thaumcraft:mirror, 魔法の鏡
thaumcraft:mirror_essentia, エッセンシアの鏡
thaumcraft:essentia_input, 汲み入れ型エッセンシア輸液器
thaumcraft:essentia_output, 汲み出し型エッセンシア輸液器
thaumcraft:redstone_relay, レッドストーンリレー
thaumcraft:pattern_crafter, 神秘の定型組立器
thaumcraft:potion_sprayer, ポーション噴霧器
thaumcraft:activator_rail, 神秘のアクティベーターレール
thaumcraft:stabilizer, 安定器
thaumcraft:vis_generator, Vis発電機
thaumcraft:condenser, フラックス凝縮器
thaumcraft:condenser_lattice, フラックス凝縮格子
thaumcraft:condenser_lattice_dirty, 目詰まりしたフラックス凝縮格子
thaumcraft:void_siphon, 虚無のサイフォン
thaumcraft:hole, 次元の裂け目
thaumcraft:effect_shock, 電磁場
thaumcraft:effect_sap, 衰耗場
thaumcraft:effect_glimmer, 微光
thaumcraft:placeholder_brick, 地獄のかまど
thaumcraft:placeholder_obsidian, 地獄のかまど
thaumcraft:placeholder_bars, ゴーレム型押し器
thaumcraft:placeholder_anvil, ゴーレム型押し器
thaumcraft:placeholder_cauldron, ゴーレム型押し器
thaumcraft:placeholder_table, ゴーレム型押し器
thaumcraft:empty, 何もない空間
thaumcraft:barrier, 保護のオーラ
forge:bucketfilled, %s入りバケツ
itemblacklist:blacklisted, item.blacklisted.name
appliedenergistics2:quartz_ore, Certus Quartz Ore
appliedenergistics2:charged_quartz_ore, Charged Certus Quartz Ore
appliedenergistics2:matrix_frame, Matrix Frame
appliedenergistics2:quartz_block, Certus Quartz Block
appliedenergistics2:quartz_pillar, Certus Quartz Pillar
appliedenergistics2:chiseled_quartz_block, Chiseled Certus Quartz Block
appliedenergistics2:quartz_glass, Quartz Glass
appliedenergistics2:quartz_vibrant_glass, Vibrant Quartz Glass
appliedenergistics2:quartz_fixture, Charged Quartz Fixture
appliedenergistics2:fluix_block, Fluix Block
appliedenergistics2:sky_stone_block, Sky Stone
appliedenergistics2:smooth_sky_stone_block, Sky Stone Block
appliedenergistics2:sky_stone_brick, Sky Stone Brick
appliedenergistics2:sky_stone_small_brick, Sky Stone Small Brick
appliedenergistics2:sky_stone_chest, Sky Stone Chest
appliedenergistics2:smooth_sky_stone_chest, Sky Stone Block Chest
appliedenergistics2:sky_compass, Meteorite Compass
appliedenergistics2:grindstone, Quartz Grindstone
appliedenergistics2:crank, Wooden Crank
appliedenergistics2:inscriber, Inscriber
appliedenergistics2:wireless_access_point, ME Wireless Access Point
appliedenergistics2:charger, Charger
appliedenergistics2:tiny_tnt, Tiny TNT
appliedenergistics2:security_station, ME Security Terminal
appliedenergistics2:quantum_ring, ME Quantum Ring
appliedenergistics2:quantum_link, ME Quantum Link Chamber
appliedenergistics2:spatial_pylon, Spatial Pylon
appliedenergistics2:spatial_io_port, Spatial IO Port
appliedenergistics2:controller, ME Controller
appliedenergistics2:drive, ME Drive
appliedenergistics2:chest, ME Chest
appliedenergistics2:interface, ME Interface
appliedenergistics2:fluid_interface, ME Fluid Interface
appliedenergistics2:cell_workbench, Cell Workbench
appliedenergistics2:io_port, ME IO Port
appliedenergistics2:condenser, Matter Condenser
appliedenergistics2:energy_acceptor, Energy Acceptor
appliedenergistics2:vibration_chamber, Vibration Chamber
appliedenergistics2:quartz_growth_accelerator, Crystal Growth Accelerator
appliedenergistics2:energy_cell, Energy Cell
appliedenergistics2:dense_energy_cell, Dense Energy Cell
appliedenergistics2:creative_energy_cell, Creative Energy Cell
appliedenergistics2:crafting_unit, Crafting Unit
appliedenergistics2:crafting_accelerator, Crafting Co-Processing Unit
appliedenergistics2:crafting_storage_1k, 1k Crafting Storage
appliedenergistics2:crafting_storage_4k, 4k Crafting Storage
appliedenergistics2:crafting_storage_16k, 16k Crafting Storage
appliedenergistics2:crafting_storage_64k, 64k Crafting Storage
appliedenergistics2:crafting_monitor, Crafting Monitor
appliedenergistics2:molecular_assembler, Molecular Assembler
appliedenergistics2:light_detector, Light Detecting Fixture
appliedenergistics2:paint, tile.appliedenergistics2.paint.name
appliedenergistics2:sky_stone_stairs, Sky Stone Stairs
appliedenergistics2:smooth_sky_stone_stairs, Sky Stone Block Stairs
appliedenergistics2:sky_stone_brick_stairs, Sky Stone Brick Stairs
appliedenergistics2:sky_stone_small_brick_stairs, Sky Stone Small Brick Stairs
appliedenergistics2:fluix_stairs, Fluix Stairs
appliedenergistics2:quartz_stairs, Certus Quartz Stairs
appliedenergistics2:chiseled_quartz_stairs, Chiseled Certus Quartz Stairs
appliedenergistics2:quartz_pillar_stairs, Certus Quartz Pillar Stairs
appliedenergistics2:cable_bus, AE2 Cable and/or Bus
appliedenergistics2:sky_stone_slab:0, Sky Stone Slabs
appliedenergistics2:smooth_sky_stone_slab:0, Sky Stone Block Slabs
appliedenergistics2:sky_stone_brick_slab:0, Sky Stone Brick Slabs
appliedenergistics2:sky_stone_small_brick_slab:0, Sky Stone Small Brick Slabs
appliedenergistics2:fluix_slab:0, Fluix Slabs
appliedenergistics2:quartz_slab:0, Certus Quartz Slabs
appliedenergistics2:chiseled_quartz_slab:0, Chiseled Certus Quartz Slabs
appliedenergistics2:quartz_pillar_slab:0, Certus Quartz Pillar Slabs
appliedenergistics2:certus_quartz_axe, Certus Quartz Axe
appliedenergistics2:certus_quartz_hoe, Certus Quartz Hoe
appliedenergistics2:certus_quartz_spade, Certus Quartz Shovel
appliedenergistics2:certus_quartz_pickaxe, Certus Quartz Pickaxe
appliedenergistics2:certus_quartz_sword, Certus Quartz Sword
appliedenergistics2:certus_quartz_wrench, Certus Quartz Wrench
appliedenergistics2:certus_quartz_cutting_knife, Certus Quartz Cutting Knife
appliedenergistics2:nether_quartz_axe, Nether Quartz Axe
appliedenergistics2:nether_quartz_hoe, Nether Quartz Hoe
appliedenergistics2:nether_quartz_spade, Nether Quartz Shovel
appliedenergistics2:nether_quartz_pickaxe, Nether Quartz Pickaxe
appliedenergistics2:nether_quartz_sword, Nether Quartz Sword
appliedenergistics2:nether_quartz_wrench, Nether Quartz Wrench
appliedenergistics2:nether_quartz_cutting_knife, Nether Quartz Cutting Knife
appliedenergistics2:entropy_manipulator, Entropy Manipulator
appliedenergistics2:wireless_terminal, Wireless Terminal
appliedenergistics2:charged_staff, Charged Staff
